0.3 -0.51974  1.29139e-05
0.3 -0.513077  1.28628e-05
0.3 -0.506413  1.28124e-05
0.3 -0.49975  1.27628e-05
0.3 -0.493087  1.27139e-05
0.3 -0.486423  1.26658e-05
0.3 -0.47976  1.26184e-05
0.3 -0.473097  1.25718e-05
0.3 -0.466433  1.25259e-05
0.3 -0.45977  1.24808e-05
0.3 -0.453107  1.24364e-05
0.3 -0.446443  1.23927e-05
0.3 -0.43978  1.23497e-05
0.3 -0.433117  1.23074e-05
0.3 -0.426453  1.22659e-05
0.3 -0.41979  1.22251e-05
0.3 -0.413127  1.21849e-05
0.3 -0.406463  1.21455e-05
0.3 -0.3998  1.21068e-05
0.3 -0.393137  1.20688e-05
0.3 -0.386473  1.20315e-05
0.3 -0.37981  1.19949e-05
0.3 -0.373147  1.1959e-05
0.3 -0.366483  1.19238e-05
0.3 -0.35982  1.18892e-05
0.3 -0.353157  1.18553e-05
0.3 -0.346493  1.18222e-05
0.3 -0.33983  1.17897e-05
0.3 -0.333167  1.17578e-05
0.3 -0.326503  1.17267e-05
0.3 -0.31984  1.16962e-05
0.3 -0.313177  1.16664e-05
0.3 -0.306513  1.16372e-05
0.3 -0.29985  1.16087e-05
0.3 -0.293187  1.15809e-05
0.3 -0.286523  1.15537e-05
0.3 -0.27986  1.15272e-05
0.3 -0.273197  1.15013e-05
0.3 -0.266533  1.14761e-05
0.3 -0.25987  1.14515e-05
0.3 -0.253207  1.14276e-05
0.3 -0.246543  1.14043e-05
0.3 -0.23988  1.13817e-05
0.3 -0.233217  1.13597e-05
0.3 -0.226553  1.13384e-05
0.3 -0.21989  1.13177e-05
0.3 -0.213227  1.12976e-05
0.3 -0.206563  1.12781e-05
0.3 -0.1999  1.12593e-05
0.3 -0.193237  1.12412e-05
0.3 -0.186573  1.12236e-05
0.3 -0.17991  1.12067e-05
0.3 -0.173247  1.11904e-05
0.3 -0.166583  1.11748e-05
0.3 -0.15992  1.11597e-05
0.3 -0.153257  1.11453e-05
0.3 -0.146593  1.11315e-05
0.3 -0.13993  1.11183e-05
0.3 -0.133267  1.11058e-05
0.3 -0.126603  1.10939e-05
0.3 -0.11994  1.10825e-05
0.3 -0.113277  1.10718e-05
0.3 -0.106613  1.10618e-05
0.3 -0.09995  1.10523e-05
0.3 -0.0932867  1.10434e-05
0.3 -0.0866233  1.10352e-05
0.3 -0.07996  1.10276e-05
0.3 -0.0732967  1.10206e-05
0.3 -0.0666333  1.10142e-05
0.3 -0.05997  1.10084e-05
0.3 -0.0533067  1.10032e-05
0.3 -0.0466433  1.09986e-05
0.3 -0.03998  1.09947e-05
0.3 -0.0333167  1.09913e-05
0.3 -0.0266533  1.09886e-05
0.3 -0.01999  1.09865e-05
0.3 -0.0133267  1.09849e-05
0.3 -0.00666333  1.0984e-05
0.3 0  1.09837e-05
0.3 0.00666333  1.0984e-05
0.3 0.0133267  1.09849e-05
0.3 0.01999  1.09865e-05
0.3 0.0266533  1.09886e-05
0.3 0.0333167  1.09913e-05
0.3 0.03998  1.09947e-05
0.3 0.0466433  1.09986e-05
0.3 0.0533067  1.10032e-05
0.3 0.05997  1.10084e-05
0.3 0.0666333  1.10142e-05
0.3 0.0732967  1.10206e-05
0.3 0.07996  1.10276e-05
0.3 0.0866233  1.10352e-05
0.3 0.0932867  1.10434e-05
0.3 0.09995  1.10523e-05
0.3 0.106613  1.10618e-05
0.3 0.113277  1.10718e-05
0.3 0.11994  1.10825e-05
0.3 0.126603  1.10939e-05
0.3 0.133267  1.11058e-05
0.3 0.13993  1.11183e-05
0.3 0.146593  1.11315e-05
0.3 0.153257  1.11453e-05
0.3 0.15992  1.11597e-05
0.3 0.166583  1.11748e-05
0.3 0.173247  1.11904e-05
0.3 0.17991  1.12067e-05
0.3 0.186573  1.12236e-05
0.3 0.193237  1.12412e-05
0.3 0.1999  1.12593e-05
0.3 0.206563  1.12781e-05
0.3 0.213227  1.12976e-05
0.3 0.21989  1.13177e-05
0.3 0.226553  1.13384e-05
0.3 0.233217  1.13597e-05
0.3 0.23988  1.13817e-05
0.3 0.246543  1.14043e-05
0.3 0.253207  1.14276e-05
0.3 0.25987  1.14515e-05
0.3 0.266533  1.14761e-05
0.3 0.273197  1.15013e-05
0.3 0.27986  1.15272e-05
0.3 0.286523  1.15537e-05
0.3 0.293187  1.15809e-05
0.3 0.29985  1.16087e-05
0.3 0.306513  1.16372e-05
0.3 0.313177  1.16664e-05
0.3 0.31984  1.16962e-05
0.3 0.326503  1.17267e-05
0.3 0.333167  1.17578e-05
0.3 0.33983  1.17897e-05
0.3 0.346493  1.18222e-05
0.3 0.353157  1.18553e-05
0.3 0.35982  1.18892e-05
0.3 0.366483  1.19238e-05
0.3 0.373147  1.1959e-05
0.3 0.37981  1.19949e-05
0.3 0.386473  1.20315e-05
0.3 0.393137  1.20688e-05
0.3 0.3998  1.21068e-05
0.3 0.406463  1.21455e-05
0.3 0.413127  1.21849e-05
0.3 0.41979  1.22251e-05
0.3 0.426453  1.22659e-05
0.3 0.433117  1.23074e-05
0.3 0.43978  1.23497e-05
0.3 0.446443  1.23927e-05
0.3 0.453107  1.24364e-05
0.3 0.45977  1.24808e-05
0.3 0.466433  1.25259e-05
0.3 0.473097  1.25718e-05
0.3 0.47976  1.26184e-05
0.3 0.486423  1.26658e-05
0.3 0.493087  1.27139e-05
0.3 0.49975  1.27628e-05
0.3 0.506413  1.28124e-05
0.3 0.513077  1.28628e-05
0.3 0.51974  1.29139e-05
0.3 0.526403  1.29658e-05
0.3 0.533067  1.30184e-05
0.3 0.53973  1.30719e-05
0.3 0.546393  1.31261e-05
0.3 0.553057  1.31811e-05
0.3 0.55972  1.32368e-05
0.3 0.566383  1.32934e-05
0.3 0.573047  1.33507e-05
0.3 0.57971  1.34089e-05
0.3 0.586373  1.34678e-05
0.3 0.593037  1.35276e-05
0.3 0.5997  1.35882e-05
0.3 0.606363  1.36495e-05
0.3 0.613027  1.37117e-05
0.3 0.61969  1.37748e-05
0.3 0.626353  1.38386e-05
0.3 0.633017  1.39033e-05
0.3 0.63968  1.39688e-05
0.3 0.646343  1.40352e-05
0.3 0.653007  1.41024e-05
0.3 0.65967  1.41705e-05
0.3 0.666333  1.42394e-05
0.3 0.672997  1.43092e-05
0.3 0.67966  1.43799e-05
0.3 0.686323  1.44514e-05
0.3 0.692987  1.45239e-05
0.3 0.69965  1.45972e-05
0.3 0.706313  1.46714e-05
0.3 0.712977  1.47465e-05
0.3 0.71964  1.48224e-05
0.3 0.726303  1.48993e-05
0.3 0.732967  1.49771e-05
0.3 0.73963  1.50559e-05
0.3 0.746293  1.51355e-05
0.3 0.752957  1.52161e-05
0.3 0.75962  1.52976e-05
0.3 0.766283  1.53801e-05
0.3 0.772947  1.54635e-05
0.3 0.77961  1.55478e-05
0.3 0.786273  1.56331e-05
0.3 0.792937  1.57194e-05
0.3 0.7996  1.58066e-05
0.3 0.806263  1.58948e-05
0.3 0.812927  1.59841e-05
0.3 0.81959  1.60742e-05
0.3 0.826253  1.61654e-05
0.3 0.832917  1.62576e-05
0.3 0.83958  1.63508e-05
0.3 0.846243  1.6445e-05
0.3 0.852907  1.65402e-05
0.3 0.85957  1.66365e-05
0.3 0.866233  1.67338e-05
0.3 0.872897  1.68321e-05
0.3 0.87956  1.69315e-05
0.3 0.886223  1.70319e-05
0.3 0.892887  1.71334e-05
0.3 0.89955  1.7236e-05
0.3 0.906213  1.73396e-05
0.3 0.912877  1.74443e-05
0.3 0.91954  1.75501e-05
0.3 0.926203  1.7657e-05
0.3 0.932867  1.7765e-05
0.3 0.93953  1.78741e-05
0.3 0.946193  1.79843e-05
0.3 0.952857  1.80957e-05
0.3 0.95952  1.82081e-05
0.3 0.966183  1.83217e-05
0.3 0.972847  1.84365e-05
0.3 0.97951  1.85524e-05
0.3 0.986173  1.86695e-05
0.3 0.992837  1.87877e-05
0.3 0.9995  1.89072e-05
0.301903 -0.9995  1.9641e-05
0.301903 -0.992837  1.9517e-05
0.301903 -0.986173  1.93943e-05
0.301903 -0.97951  1.92727e-05
0.301903 -0.972847  1.91524e-05
0.301903 -0.966183  1.90333e-05
0.301903 -0.95952  1.89153e-05
0.301903 -0.952857  1.87985e-05
0.301903 -0.946193  1.86829e-05
0.301903 -0.93953  1.85685e-05
0.301903 -0.932867  1.84552e-05
0.301903 -0.926203  1.83431e-05
0.301903 -0.91954  1.82321e-05
0.301903 -0.912877  1.81223e-05
0.301903 -0.906213  1.80136e-05
0.301903 -0.89955  1.7906e-05
0.301903 -0.892887  1.77995e-05
0.301903 -0.886223  1.76941e-05
0.301903 -0.87956  1.75899e-05
0.301903 -0.872897  1.74867e-05
0.301903 -0.866233  1.73846e-05
0.301903 -0.85957  1.72836e-05
0.301903 -0.852907  1.71837e-05
0.301903 -0.846243  1.70848e-05
0.301903 -0.83958  1.6987e-05
0.301903 -0.832917  1.68902e-05
0.301903 -0.826253  1.67945e-05
0.301903 -0.81959  1.66999e-05
0.301903 -0.812927  1.66062e-05
0.301903 -0.806263  1.65136e-05
0.301903 -0.7996  1.6422e-05
0.301903 -0.792937  1.63314e-05
0.301903 -0.786273  1.62419e-05
0.301903 -0.77961  1.61533e-05
0.301903 -0.772947  1.60657e-05
0.301903 -0.766283  1.59791e-05
0.301903 -0.75962  1.58935e-05
0.301903 -0.752957  1.58089e-05
0.301903 -0.746293  1.57253e-05
0.301903 -0.73963  1.56426e-05
0.301903 -0.732967  1.55608e-05
0.301903 -0.726303  1.548e-05
0.301903 -0.71964  1.54002e-05
0.301903 -0.712977  1.53213e-05
0.301903 -0.706313  1.52433e-05
0.301903 -0.69965  1.51663e-05
0.301903 -0.692987  1.50902e-05
0.301903 -0.686323  1.5015e-05
0.301903 -0.67966  1.49407e-05
0.301903 -0.672997  1.48674e-05
0.301903 -0.666333  1.47949e-05
0.301903 -0.65967  1.47233e-05
0.301903 -0.653007  1.46526e-05
0.301903 -0.646343  1.45829e-05
0.301903 -0.63968  1.45139e-05
0.301903 -0.633017  1.44459e-05
0.301903 -0.626353  1.43787e-05
0.301903 -0.61969  1.43124e-05
0.301903 -0.613027  1.4247e-05
0.301903 -0.606363  1.41824e-05
0.301903 -0.5997  1.41187e-05
0.301903 -0.593037  1.40558e-05
0.301903 -0.586373  1.39938e-05
0.301903 -0.57971  1.39325e-05
0.301903 -0.573047  1.38722e-05
0.301903 -0.566383  1.38126e-05
0.301903 -0.55972  1.37539e-05
0.301903 -0.553057  1.3696e-05
0.301903 -0.546393  1.36389e-05
0.301903 -0.53973  1.35826e-05
0.301903 -0.533067  1.35272e-05
0.301903 -0.526403  1.34725e-05
0.301903 -0.51974  1.34186e-05
0.301903 -0.513077  1.33655e-05
0.301903 -0.506413  1.33132e-05
0.301903 -0.49975  1.32617e-05
0.301903 -0.493087  1.3211e-05
0.301903 -0.486423  1.3161e-05
0.301903 -0.47976  1.31119e-05
0.301903 -0.473097  1.30634e-05
0.301903 -0.466433  1.30158e-05
0.301903 -0.45977  1.29689e-05
0.301903 -0.453107  1.29228e-05
0.301903 -0.446443  1.28774e-05
0.301903 -0.43978  1.28328e-05
0.301903 -0.433117  1.27889e-05
0.301903 -0.426453  1.27458e-05
0.301903 -0.41979  1.27034e-05
0.301903 -0.413127  1.26618e-05
0.301903 -0.406463  1.26208e-05
0.301903 -0.3998  1.25806e-05
0.301903 -0.393137  1.25412e-05
0.301903 -0.386473  1.25024e-05
0.301903 -0.37981  1.24644e-05
0.301903 -0.373147  1.24271e-05
0.301903 -0.366483  1.23905e-05
0.301903 -0.35982  1.23547e-05
0.301903 -0.353157  1.23195e-05
0.301903 -0.346493  1.22851e-05
0.301903 -0.33983  1.22513e-05
0.301903 -0.333167  1.22183e-05
0.301903 -0.326503  1.21859e-05
0.301903 -0.31984  1.21542e-05
0.301903 -0.313177  1.21233e-05
0.301903 -0.306513  1.2093e-05
0.301903 -0.29985  1.20634e-05
0.301903 -0.293187  1.20345e-05
0.301903 -0.286523  1.20063e-05
0.301903 -0.27986  1.19788e-05
0.301903 -0.273197  1.19519e-05
0.301903 -0.266533  1.19257e-05
0.301903 -0.25987  1.19002e-05
0.301903 -0.253207  1.18754e-05
0.301903 -0.246543  1.18512e-05
0.301903 -0.23988  1.18277e-05
0.301903 -0.233217  1.18049e-05
0.301903 -0.226553  1.17827e-05
0.301903 -0.21989  1.17612e-05
0.301903 -0.213227  1.17404e-05
0.301903 -0.206563  1.17202e-05
0.301903 -0.1999  1.17007e-05
0.301903 -0.193237  1.16818e-05
0.301903 -0.186573  1.16636e-05
0.301903 -0.17991  1.1646e-05
0.301903 -0.173247  1.16291e-05
0.301903 -0.166583  1.16128e-05
0.301903 -0.15992  1.15972e-05
0.301903 -0.153257  1.15823e-05
0.301903 -0.146593  1.15679e-05
0.301903 -0.13993  1.15543e-05
0.301903 -0.133267  1.15412e-05
0.301903 -0.126603  1.15288e-05
0.301903 -0.11994  1.15171e-05
0.301903 -0.113277  1.1506e-05
0.301903 -0.106613  1.14955e-05
0.301903 -0.09995  1.14857e-05
0.301903 -0.0932867  1.14765e-05
0.301903 -0.0866233  1.14679e-05
0.301903 -0.07996  1.146e-05
0.301903 -0.0732967  1.14528e-05
0.301903 -0.0666333  1.14461e-05
0.301903 -0.05997  1.14401e-05
0.301903 -0.0533067  1.14347e-05
0.301903 -0.0466433  1.143e-05
0.301903 -0.03998  1.14259e-05
0.301903 -0.0333167  1.14224e-05
0.301903 -0.0266533  1.14195e-05
0.301903 -0.01999  1.14173e-05
0.301903 -0.0133267  1.14157e-05
0.301903 -0.00666333  1.14148e-05
0.301903 0  1.14145e-05
0.301903 0.00666333  1.14148e-05
0.301903 0.0133267  1.14157e-05
0.301903 0.01999  1.14173e-05
0.301903 0.0266533  1.14195e-05
0.301903 0.0333167  1.14224e-05
0.301903 0.03998  1.14259e-05
0.301903 0.0466433  1.143e-05
0.301903 0.0533067  1.14347e-05
0.301903 0.05997  1.14401e-05
0.301903 0.0666333  1.14461e-05
0.301903 0.0732967  1.14528e-05
0.301903 0.07996  1.146e-05
0.301903 0.0866233  1.14679e-05
0.301903 0.0932867  1.14765e-05
0.301903 0.09995  1.14857e-05
0.301903 0.106613  1.14955e-05
0.301903 0.113277  1.1506e-05
0.301903 0.11994  1.15171e-05
0.301903 0.126603  1.15288e-05
0.301903 0.133267  1.15412e-05
0.301903 0.13993  1.15543e-05
0.301903 0.146593  1.15679e-05
0.301903 0.153257  1.15823e-05
0.301903 0.15992  1.15972e-05
0.301903 0.166583  1.16128e-05
0.301903 0.173247  1.16291e-05
0.301903 0.17991  1.1646e-05
0.301903 0.186573  1.16636e-05
0.301903 0.193237  1.16818e-05
0.301903 0.1999  1.17007e-05
0.301903 0.206563  1.17202e-05
0.301903 0.213227  1.17404e-05
0.301903 0.21989  1.17612e-05
0.301903 0.226553  1.17827e-05
0.301903 0.233217  1.18049e-05
0.301903 0.23988  1.18277e-05
0.301903 0.246543  1.18512e-05
0.301903 0.253207  1.18754e-05
0.301903 0.25987  1.19002e-05
0.301903 0.266533  1.19257e-05
0.301903 0.273197  1.19519e-05
0.301903 0.27986  1.19788e-05
0.301903 0.286523  1.20063e-05
0.301903 0.293187  1.20345e-05
0.301903 0.29985  1.20634e-05
0.301903 0.306513  1.2093e-05
0.301903 0.313177  1.21233e-05
0.301903 0.31984  1.21542e-05
0.301903 0.326503  1.21859e-05
0.301903 0.333167  1.22183e-05
0.301903 0.33983  1.22513e-05
0.301903 0.346493  1.22851e-05
0.301903 0.353157  1.23195e-05
0.301903 0.35982  1.23547e-05
0.301903 0.366483  1.23905e-05
0.301903 0.373147  1.24271e-05
0.301903 0.37981  1.24644e-05
0.301903 0.386473  1.25024e-05
0.301903 0.393137  1.25412e-05
0.301903 0.3998  1.25806e-05
0.301903 0.406463  1.26208e-05
0.301903 0.413127  1.26618e-05
0.301903 0.41979  1.27034e-05
0.301903 0.426453  1.27458e-05
0.301903 0.433117  1.27889e-05
0.301903 0.43978  1.28328e-05
0.301903 0.446443  1.28774e-05
0.301903 0.453107  1.29228e-05
0.301903 0.45977  1.29689e-05
0.301903 0.466433  1.30158e-05
0.301903 0.473097  1.30634e-05
0.301903 0.47976  1.31119e-05
0.301903 0.486423  1.3161e-05
0.301903 0.493087  1.3211e-05
0.301903 0.49975  1.32617e-05
0.301903 0.506413  1.33132e-05
0.301903 0.513077  1.33655e-05
0.301903 0.51974  1.34186e-05
0.301903 0.526403  1.34725e-05
0.301903 0.533067  1.35272e-05
0.301903 0.53973  1.35826e-05
0.301903 0.546393  1.36389e-05
0.301903 0.553057  1.3696e-05
0.301903 0.55972  1.37539e-05
0.301903 0.566383  1.38126e-05
0.301903 0.573047  1.38722e-05
0.301903 0.57971  1.39325e-05
0.301903 0.586373  1.39938e-05
0.301903 0.593037  1.40558e-05
0.301903 0.5997  1.41187e-05
0.301903 0.606363  1.41824e-05
0.301903 0.613027  1.4247e-05
0.301903 0.61969  1.43124e-05
0.301903 0.626353  1.43787e-05
0.301903 0.633017  1.44459e-05
0.301903 0.63968  1.45139e-05
0.301903 0.646343  1.45829e-05
0.301903 0.653007  1.46526e-05
0.301903 0.65967  1.47233e-05
0.301903 0.666333  1.47949e-05
0.301903 0.672997  1.48674e-05
0.301903 0.67966  1.49407e-05
0.301903 0.686323  1.5015e-05
0.301903 0.692987  1.50902e-05
0.301903 0.69965  1.51663e-05
0.301903 0.706313  1.52433e-05
0.301903 0.712977  1.53213e-05
0.301903 0.71964  1.54002e-05
0.301903 0.726303  1.548e-05
0.301903 0.732967  1.55608e-05
0.301903 0.73963  1.56426e-05
0.301903 0.746293  1.57253e-05
0.301903 0.752957  1.58089e-05
0.301903 0.75962  1.58935e-05
0.301903 0.766283  1.59791e-05
0.301903 0.772947  1.60657e-05
0.301903 0.77961  1.61533e-05
0.301903 0.786273  1.62419e-05
0.301903 0.792937  1.63314e-05
0.301903 0.7996  1.6422e-05
0.301903 0.806263  1.65136e-05
0.301903 0.812927  1.66062e-05
0.301903 0.81959  1.66999e-05
0.301903 0.826253  1.67945e-05
0.301903 0.832917  1.68902e-05
0.301903 0.83958  1.6987e-05
0.301903 0.846243  1.70848e-05
0.301903 0.852907  1.71837e-05
0.301903 0.85957  1.72836e-05
0.301903 0.866233  1.73846e-05
0.301903 0.872897  1.74867e-05
0.301903 0.87956  1.75899e-05
0.301903 0.886223  1.76941e-05
0.301903 0.892887  1.77995e-05
0.301903 0.89955  1.7906e-05
0.301903 0.906213  1.80136e-05
0.301903 0.912877  1.81223e-05
0.301903 0.91954  1.82321e-05
0.301903 0.926203  1.83431e-05
0.301903 0.932867  1.84552e-05
0.301903 0.93953  1.85685e-05
0.301903 0.946193  1.86829e-05
0.301903 0.952857  1.87985e-05
0.301903 0.95952  1.89153e-05
0.301903 0.966183  1.90333e-05
0.301903 0.972847  1.91524e-05
0.301903 0.97951  1.92727e-05
0.301903 0.986173  1.93943e-05
0.301903 0.992837  1.9517e-05
0.301903 0.9995  1.9641e-05
0.303818 -0.9995  2.04034e-05
0.303818 -0.992837  2.02747e-05
0.303818 -0.986173  2.01473e-05
0.303818 -0.97951  2.00211e-05
0.303818 -0.972847  1.98962e-05
0.303818 -0.966183  1.97725e-05
0.303818 -0.95952  1.965e-05
0.303818 -0.952857  1.95288e-05
0.303818 -0.946193  1.94088e-05
0.303818 -0.93953  1.929e-05
0.303818 -0.932867  1.91724e-05
0.303818 -0.926203  1.9056e-05
0.303818 -0.91954  1.89407e-05
0.303818 -0.912877  1.88267e-05
0.303818 -0.906213  1.87138e-05
0.303818 -0.89955  1.86021e-05
0.303818 -0.892887  1.84916e-05
0.303818 -0.886223  1.83822e-05
0.303818 -0.87956  1.82739e-05
0.303818 -0.872897  1.81668e-05
0.303818 -0.866233  1.80608e-05
0.303818 -0.85957  1.7956e-05
0.303818 -0.852907  1.78522e-05
0.303818 -0.846243  1.77496e-05
0.303818 -0.83958  1.7648e-05
0.303818 -0.832917  1.75476e-05
0.303818 -0.826253  1.74482e-05
0.303818 -0.81959  1.73499e-05
0.303818 -0.812927  1.72527e-05
0.303818 -0.806263  1.71566e-05
0.303818 -0.7996  1.70615e-05
0.303818 -0.792937  1.69674e-05
0.303818 -0.786273  1.68744e-05
0.303818 -0.77961  1.67825e-05
0.303818 -0.772947  1.66915e-05
0.303818 -0.766283  1.66017e-05
0.303818 -0.75962  1.65128e-05
0.303818 -0.752957  1.64249e-05
0.303818 -0.746293  1.63381e-05
0.303818 -0.73963  1.62522e-05
0.303818 -0.732967  1.61673e-05
0.303818 -0.726303  1.60835e-05
0.303818 -0.71964  1.60006e-05
0.303818 -0.712977  1.59187e-05
0.303818 -0.706313  1.58377e-05
0.303818 -0.69965  1.57577e-05
0.303818 -0.692987  1.56787e-05
0.303818 -0.686323  1.56006e-05
0.303818 -0.67966  1.55235e-05
0.303818 -0.672997  1.54473e-05
0.303818 -0.666333  1.53721e-05
0.303818 -0.65967  1.52978e-05
0.303818 -0.653007  1.52244e-05
0.303818 -0.646343  1.5152e-05
0.303818 -0.63968  1.50804e-05
0.303818 -0.633017  1.50098e-05
0.303818 -0.626353  1.494e-05
0.303818 -0.61969  1.48712e-05
0.303818 -0.613027  1.48032e-05
0.303818 -0.606363  1.47362e-05
0.303818 -0.5997  1.467e-05
0.303818 -0.593037  1.46047e-05
0.303818 -0.586373  1.45403e-05
0.303818 -0.57971  1.44768e-05
0.303818 -0.573047  1.44141e-05
0.303818 -0.566383  1.43522e-05
0.303818 -0.55972  1.42913e-05
0.303818 -0.553057  1.42312e-05
0.303818 -0.546393  1.41719e-05
0.303818 -0.53973  1.41134e-05
0.303818 -0.533067  1.40558e-05
0.303818 -0.526403  1.39991e-05
0.303818 -0.51974  1.39431e-05
0.303818 -0.513077  1.3888e-05
0.303818 -0.506413  1.38337e-05
0.303818 -0.49975  1.37802e-05
0.303818 -0.493087  1.37276e-05
0.303818 -0.486423  1.36757e-05
0.303818 -0.47976  1.36246e-05
0.303818 -0.473097  1.35744e-05
0.303818 -0.466433  1.35249e-05
0.303818 -0.45977  1.34762e-05
0.303818 -0.453107  1.34283e-05
0.303818 -0.446443  1.33812e-05
0.303818 -0.43978  1.33349e-05
0.303818 -0.433117  1.32893e-05
0.303818 -0.426453  1.32446e-05
0.303818 -0.41979  1.32006e-05
0.303818 -0.413127  1.31573e-05
0.303818 -0.406463  1.31148e-05
0.303818 -0.3998  1.30731e-05
0.303818 -0.393137  1.30321e-05
0.303818 -0.386473  1.29919e-05
0.303818 -0.37981  1.29524e-05
0.303818 -0.373147  1.29137e-05
0.303818 -0.366483  1.28757e-05
0.303818 -0.35982  1.28385e-05
0.303818 -0.353157  1.2802e-05
0.303818 -0.346493  1.27662e-05
0.303818 -0.33983  1.27311e-05
0.303818 -0.333167  1.26968e-05
0.303818 -0.326503  1.26632e-05
0.303818 -0.31984  1.26304e-05
0.303818 -0.313177  1.25982e-05
0.303818 -0.306513  1.25668e-05
0.303818 -0.29985  1.2536e-05
0.303818 -0.293187  1.2506e-05
0.303818 -0.286523  1.24767e-05
0.303818 -0.27986  1.24481e-05
0.303818 -0.273197  1.24203e-05
0.303818 -0.266533  1.23931e-05
0.303818 -0.25987  1.23666e-05
0.303818 -0.253207  1.23408e-05
0.303818 -0.246543  1.23157e-05
0.303818 -0.23988  1.22913e-05
0.303818 -0.233217  1.22676e-05
0.303818 -0.226553  1.22446e-05
0.303818 -0.21989  1.22223e-05
0.303818 -0.213227  1.22006e-05
0.303818 -0.206563  1.21797e-05
0.303818 -0.1999  1.21594e-05
0.303818 -0.193237  1.21398e-05
0.303818 -0.186573  1.21209e-05
0.303818 -0.17991  1.21026e-05
0.303818 -0.173247  1.20851e-05
0.303818 -0.166583  1.20682e-05
0.303818 -0.15992  1.2052e-05
0.303818 -0.153257  1.20364e-05
0.303818 -0.146593  1.20216e-05
0.303818 -0.13993  1.20074e-05
0.303818 -0.133267  1.19938e-05
0.303818 -0.126603  1.1981e-05
0.303818 -0.11994  1.19688e-05
0.303818 -0.113277  1.19573e-05
0.303818 -0.106613  1.19464e-05
0.303818 -0.09995  1.19362e-05
0.303818 -0.0932867  1.19266e-05
0.303818 -0.0866233  1.19178e-05
0.303818 -0.07996  1.19095e-05
0.303818 -0.0732967  1.1902e-05
0.303818 -0.0666333  1.18951e-05
0.303818 -0.05997  1.18888e-05
0.303818 -0.0533067  1.18832e-05
0.303818 -0.0466433  1.18783e-05
0.303818 -0.03998  1.1874e-05
0.303818 -0.0333167  1.18704e-05
0.303818 -0.0266533  1.18675e-05
0.303818 -0.01999  1.18652e-05
0.303818 -0.0133267  1.18635e-05
0.303818 -0.00666333  1.18626e-05
0.303818 0  1.18622e-05
0.303818 0.00666333  1.18626e-05
0.303818 0.0133267  1.18635e-05
0.303818 0.01999  1.18652e-05
0.303818 0.0266533  1.18675e-05
0.303818 0.0333167  1.18704e-05
0.303818 0.03998  1.1874e-05
0.303818 0.0466433  1.18783e-05
0.303818 0.0533067  1.18832e-05
0.303818 0.05997  1.18888e-05
0.303818 0.0666333  1.18951e-05
0.303818 0.0732967  1.1902e-05
0.303818 0.07996  1.19095e-05
0.303818 0.0866233  1.19178e-05
0.303818 0.0932867  1.19266e-05
