0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 0.1 
0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 0.1023 
0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 0.1046 
0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 0.1069 
0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 0.1092 
0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 0.1115 
0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 0.1138 
0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 0.1161 
0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 0.1184 
0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 0.1207 
